# τ	Fs	F	Δζ	ΔG	Δr²
0.0	1.0	1.0	1109.9668953559556	110.61485971660146	0.0
3.125e-7	0.9999838611727643	0.999988555009031	1109.4389551766815	110.56300923045436	3.125e-7
6.25e-7	0.9999677241890053	0.999977111271659	1108.911454822023	110.51120160381929	6.249458023976878e-7
9.375000000000001e-7	0.9999515906300215	0.9999656699092873	1108.3844014027104	110.45943747142715	9.372832705470253e-7
1.25e-6	0.9999354604937365	0.9999542309204663	1107.8577944638546	110.40771678962474	1.2495124841410547e-6
1.5625e-6	0.9999193337779205	0.999942794303637	1107.3316335507388	110.35603951478534	1.5616335321865297e-6
1.8750000000000003e-6	0.9999032104803459	0.9999313600572423	1106.8059182091588	110.30440560333042	1.8736465035995064e-6
2.1875000000000002e-6	0.999887090598787	0.9999199281797263	1106.280647985411	110.2528150117294	2.1855514872038188e-6
2.5e-6	0.9998709741310202	0.9999084986695346	1105.7558224263068	110.20126769649941	2.497348571731184e-6
2.8125e-6	0.999854861074824	0.9998970715251143	1105.2314410791616	110.1497636142058	2.809037845821309e-6
3.125e-6	0.9998387514279791	0.9998856467449139	1104.7075034917987	110.09830272146128	3.1206193980219954e-6
3.4375e-6	0.9998226451882678	0.9998742243273834	1104.1840092125474	110.04688497492658	3.4320933167892454e-6
3.7500000000000005e-6	0.999806542353475	0.999862804270974	1103.6609577902436	109.99551033131009	3.7434596904873687e-6
4.0625000000000005e-6	0.9997904429213873	0.9998513865741386	1103.1383487742246	109.94417874736769	4.054718607389087e-6
4.3750000000000005e-6	0.9997743468897935	0.9998399712353316	1102.6161817143347	109.89289017990288	4.365870155675638e-6
4.6875000000000004e-6	0.9997582542564845	0.9998285582530085	1102.09445616092	109.84164458576674	4.676914423436882e-6
5.0e-6	0.999742165019253	0.9998171476256266	1101.5731716648338	109.79044192185773	4.98785149867141e-6
5.3125e-6	0.9997260813488243	0.9998057408748763	1101.052408656416	109.73928994671103	5.2986101935682486e-6
5.625e-6	0.9997100017925183	0.9997943369824334	1100.5321126013102	109.68818340030019	5.609238193453027e-6
5.9375e-6	0.9996939258646089	0.9997829356078094	1100.012265028786	109.63712050120687	5.919751453615066e-6
6.25e-6	0.9996778534017127	0.9997715366364769	1099.4928594860626	109.58610062723149	6.230155351380322e-6
6.5625e-6	0.9996617843479035	0.999760140029236	1098.9738935254786	109.53512354249594	6.54045173761852e-6
6.875e-6	0.9996457186830774	0.9997487457719985	1098.455366034347	109.48418913988846	6.850641287517674e-6
7.1875e-6	0.9996296563990736	0.9997373538590474	1097.9372763451663	109.43329735523803	7.160724284266366e-6
7.500000000000001e-6	0.9996135974917135	0.9997259642874584	1097.4196239391213	109.382448138714	7.470700880311471e-6
7.8125e-6	0.9995975419581484	0.999714577055239	1096.9024083472775	109.33164144529584	7.780571184454211e-6
8.125000000000001e-6	0.9995814897959728	0.9997031921607074	1096.3856291176462	109.28087723159709	8.09033529088561e-6
8.4375e-6	0.9995654410029327	0.999691809602287	1095.8692858042216	109.2301554548069	8.399993288866158e-6
8.750000000000001e-6	0.999549395576823	0.9996804293784372	1095.3533779633237	109.17947607233738	8.709545265952821e-6
9.0625e-6	0.9995333535154587	0.9996690514876293	1094.8379051523693	109.1288390417063	9.018991309074904e-6
